id,letter,word,type,etymology,definition,added_at
F1171,F,FONCTIONNALISME,nom masculin,Étymologie : xixe siècle. Dérivés de fonctionnel.,"1. 
Marque de domaine : sciences humaines.
Théorie selon laquelle chacun des éléments d’un système a une fonction, qui justifie sa présence dans le système et qui révèle sa signification.
En anthropologie, le fonctionnalisme fut développé dans les années 1930.
Le fonctionnalisme de Roman Jakobson, d’André Martinet, en linguistique.

2. 
Marque de domaine : architecture.
Conception esthétique selon laquelle la beauté d’un édifice, d’un ouvrage d’art résulte de l’adaptation de ses formes à la fonction qu’il doit remplir.
Le fonctionnalisme des constructivistes russes des années 1920, de Le Corbusier.",2026-06-04T04:24:07.818Z
F1525,F,FRANC,nom masculin,"Étymologie : xive siècle. Probablement tiré de Francorum rex, « roi des Francs », légende inscrite sur certaines monnaies.","1. 
Anciennement.
Nom donné à plusieurs monnaies françaises qui avaient cours sous l’Ancien Régime.
Franc d’or, franc d’argent.
A aussi désigné la monnaie de compte appelée livre.

2. 
Ancienne unité monétaire de la France (symbole : F ou FF) qui eut cours à partir de la Révolution et fut remplacée par l’euro.
Le franc était divisé en cent parties appelées « centimes ».
Une pièce de un franc ou d’un franc.
Un billet de cinq cents francs.
Un franc et trente centimes ou, elliptiquement, un franc trente ou, en chiffres, 1,30 F.
À l’époque, cela valait trois mille francs.
▪ En apposition.
Zone franc, ensemble des pays dont la monnaie avait une parité fixe avec le franc et conserve une parité avec l’euro.

▪ Spécialement.
Franc des collectivités françaises du Pacifique ou, plus souvent, par abréviation, franc CFP, unité monétaire qui a cours dans ces territoires depuis 1945 et a une parité fixe avec l’euro depuis 1999.
Le franc CFP est couramment appelé « franc Pacifique ».
Marque de domaine : histoire.
Franc germinal, dont la valeur correspondait à celle d’un poids fixe d’or ou d’argent et fut établie par la loi du 17 germinal an XI (7 avril 1803).
Franc or, dénomination courante au xixe siècle du franc germinal qui fut adopté comme monnaie de l’Union latine.
Franc Poincaré, franc Pinay, dont la valeur fut modifiée à l’instigation de ces hommes d’État.
Ancien franc, nouveau franc, expressions employées après la réforme de 1960 par laquelle le franc Poincaré fut remplacé par le franc Pinay.
Cent anciens francs valaient un nouveau franc.
Compter, parler en anciens francs.

▪ Expr. fam.
Trois francs six sous, s’emploie pour parler d’une somme négligeable.
Ça m’a coûté trois francs six sous.


3. 
Unité monétaire de plusieurs pays.
Franc suisse.
Franc guinéen, rwandais.
Franc de la communauté financière d’Afrique ou franc de la coopération financière en Afrique ou, plus souvent, par abréviation, franc CFA, unité monétaire de plusieurs pays africains, qui a une parité fixe avec l’euro depuis 1999.
▪ Désigne aussi l’ancienne unité monétaire de certains pays.
Franc belge.
Franc luxembourgeois.
Franc malgache.",2026-06-04T04:24:15.045Z
G0226,G,GARCE,nom féminin,"Étymologie : xiie siècle, au sens de « jeune fille de condition modeste ; femme dévergondée, prostituée ». Féminin de gars.","1. 
Femme qui joue de ses charmes, séduit sans scrupule et sème le trouble autour d’elle.
C’est une belle garce.
Adjectivement.
Elle a l’air un peu garce.

2. 
Femme malveillante, méchante.
Méfiez-vous d’elle, c’est une garce finie.
Adjectivement.
Elle est garce avec tout le monde.
▪ Par extension.
S’emploie dans des formules exclamatives pour parler de ce qui fait souffrir.
Quelle garce de vie !",2026-06-04T04:27:05.043Z
G0523,G,GÉNOCIDE,nom masculin,"Étymologie : xxe siècle. Emprunté de l’anglais genocide, de même sens, lui-même forgé en 1944 par le juriste polonais d’origine juive, naturalisé américain, Raphael Lemkin (1900-1959), à l’aide du grec genos, « origine, descendance, race », et de ‑cide, tiré du latin caedere, « tuer ».","Entreprise d’extermination systématique et préméditée d’un groupe humain en raison de son appartenance nationale, ethnique, raciale ou religieuse.
Le crime de génocide a été juridiquement défini par l’Assemblée générale de l’ONU lors de la Convention sur le génocide, en 1948 à Paris.
L’ONU a reconnu trois génocides au xxe siècle, celui des Arméniens perpétré par l’Empire ottoman entre 1915 et 1916, celui des Juifs par le régime nazi de 1941 à 1945, et celui des Tutsis par les Hutus au Rwanda en 1994.",2026-06-04T04:27:10.856Z
G0530,G,GENRE,nom masculin,"Étymologie : xiie siècle, gendre. Emprunté du latin genus, generis, « naissance, race, famille ; espèce, sorte », lui-même dérivé de gignere, « engendrer », pour les sens I, II, III ; emprunté de l’anglais gender, de même sens, pour le sens IV.","1. 
Marque de domaine : logique.
Classe englobant plusieurs autres classes, appelées espèces, d’extension plus retreinte.
Rectangle est genre par rapport à carré.
Genre prochain, qui, dans une classification ou une série, est immédiatement supérieur à une espèce, par opposition à Genre éloigné, qui inclut d’autres classes de moindre extension.
Genre suprême, qui ne peut être englobé par aucune autre classe.

2. 
Marque de domaine : biologie.
Subdivision d’une famille, qui comprend elle-même plusieurs espèces voisines ou, parfois, une seule espèce.
Cet animal, cette plante, cette bactérie appartient à tel genre.
Le hêtre, le châtaignier sont des genres d’arbres appartenant à la famille des Fagacées.
Le cheval, l’onagre et l’âne commun appartiennent au genre « Equus ».
La désignation scientifique des êtres vivants comporte deux noms, celui du genre et celui de l’espèce, comme dans « Canis lupus », qui désigne le loup.
▪ S’emploie aussi, dans la langue courante, dans la locution Le genre humain, pour désigner l’ensemble des êtres humains.
C’est la condition du genre humain.
L’amour du genre humain.
L’ami du genre humain, voir Ami.
L’ennemi du genre humain ou, absolument, l’Ennemi, désignait, chez les chrétiens, le diable, le démon.


3. 
Chacune des parties ou divisions d’un art dans lesquelles sont classées des œuvres apparentées par leur forme, leur sujet, leur style, leur destination.
L’évolution des genres littéraires, picturaux.
Dans sa « Poétique », Aristote entend traiter des genres épique, tragique et comique.
Genre judiciaire, délibératif, épidictique, voir ces mots.
Le genre du roman, de la nouvelle.
La musique militaire, la musique sacrée, la musique folklorique sont des genres musicaux.
Le péplum est un genre cinématographique qui a connu un grand succès en Italie.
▪ Par extension.
Style, manière d’écrire, de composer, d’exécuter qui caractérise un type d’œuvre, un artiste.
Écrire un roman dans le genre picaresque.
Ce tableau est dans le genre du Corrège.

▪ Loc. et expr.
C’est la loi du genre, c’est un trait constant de tel ou tel genre et, au figuré, c’est la conséquence inévitable de la situation dont on parle.
Le mélange des genres, combinaison dans une même œuvre de genres différents ; au figuré et péjorativement, désigne le fait de mêler des comportements, des pratiques qui ne devraient pas l’être, et la situation qui en résulte (en ce sens, on emploie aussi La confusion des genres).
Pratiquer le mélange des genres.
Dénoncer le mélange des genres en politique.

▪ Spécialement. Marque de domaine : beaux-arts.
Par référence à la hiérarchie classique des sujets picturaux, théorisée au xviiie siècle et établie en fonction de leur noblesse et de leur difficulté d’exécution.
Grand genre, la peinture d’histoire.
Peinture de genre, tableau de genre, scène de genre (par ellipse de genre bas ou genre mineur), qui montre la vie quotidienne ou l’intimité, qui traite de sujets privés ou anecdotiques.
Teniers et Greuze sont considérés comme des peintres de genre.
Par analogie.
Musique de genre, d’inspiration ou de caractère populaire.
Film de genre, film commercial relevant d’un genre mineur ou mal considéré dont les codes narratifs sont très précis et, spécialement, film d’un genre mineur qu’un réalisateur tourne en transgressant les codes du genre.
– Marque de domaine : musique.
Dans la musique grecque ancienne, chacune des trois dispositions des notes d’un tétracorde, séparées par des tons ou des demi-tons.
Genre chromatique, diatonique, enharmonique.

– Marque de domaine : Antiquité.
Genre orchestique, voir Orchestique.



4. 
Marque de domaine : grammaire.
Chacune des catégories sous lesquelles on range les substantifs, et divers mots qui s’y rattachent, en fonction de propriétés sémantiques ou, le plus souvent, formelles.
Le genre ou genre grammatical des noms est indiqué dans le dictionnaire.
Un nom du ou de genre masculin, féminin, neutre.
Certaines langues distinguent le genre animé et le genre inanimé.
Plusieurs langues, telles que le latin ou l’allemand, comportent trois genres, mais nombre de langues n’ont pas de genre.
En grammaire française.
On distingue le genre masculin et le genre féminin, le genre neutre ne se rencontrant que dans quelques formes pronominales, comme « ce ».
L’adjectif s’accorde en genre et en nombre avec le nom qu’il qualifie.
Quand un nom désigne un être animé, le genre peut correspondre au sexe, comme dans « un voisin, une voisine », « un sanglier, une laie ».
Le genre masculin, aussi appelé « genre non marqué », est utilisé pour parler de plusieurs êtres ou choses désignés par des mots masculins et féminins, comme dans « Tous les voyageurs » ou « Les abricots et les pommes ont tous été vendus ».",2026-06-04T04:27:11.137Z
G0749,G,"GITAN, GITANE",nom,"Étymologie : xviie siècle, Gitain, « Égyptien » ; xixe siècle, d’abord au féminin, gitane, puis gitan. Emprunté de l’espagnol gitano, gitana, de même sens, lui-même altération de Egiptano, « Égyptien », car on attribuait aux membres de ces communautés nomades une origine égyptienne.","1. 
Désignait naguère, parfois de manière péjorative, les membres de communautés nomades qu’on appelait aussi bohémiens, romanichels, manouches.
Adjectivement.
Federico García Lorca a composé des complaintes gitanes.
▪ Loc.
Une robe, une jupe gitane, longue et munie de volants.
Une jupe gitane aux couleurs vives.


2. 
Avec une majuscule.
Membre d’un des trois groupes issus de la population rom, installé en Espagne, au Portugal et dans le Sud de la France.
Le pèlerinage des Gitans aux Saintes-Maries-de-la-Mer.
Les dialectes romanis parlés par les Gitans sont regroupés sous l’appellation « calo ».
Adjectivement.
Un mariage gitan.",2026-06-04T04:27:15.490Z
G1064,G,GOUINE,nom féminin,"Étymologie : xviie siècle, au sens de « femme dévergondée ». D’origine incertaine, peut-être tiré du normand gouin, « salaud ».","Vulgaire et péj.
Lesbienne.",2026-06-04T04:27:21.686Z
G1109,G,GOUSSE,nom féminin,"Étymologie : xiiie siècle, aux sens 1 et 2 ; xixe siècle, au sens 3. D’origine incertaine.","1. 
Fruit à péricarpe sec et déhiscent, muni de deux fentes.
Gousse allongée, gousse en spirale.
Gousse de pois.
Gousse de vanille.

2. 
Chacun des caïeux formant le bulbe de l’ail.
Les gousses d’une tête d’ail.
Frotter du pain avec une gousse d’ail.

3. 
Vulgaire, péj. et vieilli.
Lesbienne.",2026-06-04T04:27:22.594Z
G1774,G,GULDEN,nom masculin,"Étymologie : xviiie siècle. Mot néerlandais, signifiant proprement « en or ».","Anciennement.
Nom donné, dans certains pays, à la monnaie appelée florin.",2026-06-04T04:27:35.991Z
H0140,H,HANDICAP,nom masculin,"Étymologie : xixe siècle. Mot anglais, contraction probable de hand in cap, proprement « main dans le chapeau », nom donné à un jeu où l’on échangeait des objets en compensant éventuellement leur différence de valeur par de l’argent, une mise de départ étant déposée dans un chapeau, puis à des courses hippiques où les différences de niveau entre les concurrents sont compensées avant la course.","1. 
Marque de domaine : sports.
Course hippique dans laquelle on impose à certains concurrents un désavantage de poids ou de distance, afin d’équilibrer les chances des participants.
Disputer un handicap.
Le grand handicap de Saint-Cloud, de Deauville.
▪ Par extension.
Désigne, en hippisme et dans divers autres sports, le désavantage imposé, lors de certaines épreuves, aux concurrents qui sont considérés comme les meilleurs.
Une course à handicap.
Un handicap en temps sera imposé aux voiliers les plus longs.
Calculer le handicap en points d’un golfeur.
Ce cheval rend un handicap de quinze livres, de vingt-cinq mètres, prend le départ avec un tel handicap.

▪ Expr.
Remonter, refaire son handicap, se dit d’un cheval qui parvient à compenser son handicap et, par extension, de quelqu’un qui, dans une compétition, revient sur ses adversaires malgré son infériorité initiale, ou encore, au figuré, d’une personne, d’une entité qui réussit à renverser une situation défavorable.


2. 
Se dit de ce qui désavantage quelqu’un, le met dans un état d’infériorité par rapport à autrui ou de grande difficulté.
Son ignorance des langues étrangères sera pour lui un handicap, un sérieux handicap.
Sa peur de la foule est devenue un véritable handicap.
▪ Par analogie.
L’enclavement de cette région a été un handicap pour son développement.


3. 
Altération, durable ou définitive, d’une fonction physique, sensorielle ou mentale qui a pour effet de limiter une personne dans ses activités quotidiennes ou de restreindre sa participation à la vie en société.
Les handicaps peuvent être congénitaux, accidentels ou liés à l’âge.
Cette blessure risque d’entraîner un handicap important.
Un handicap moteur.
Un handicap visuel, auditif.
Un handicap psychique, cognitif.
La scolarisation des élèves en situation de handicap.
En France, la loi de 2005 sur l’égalité des chances impose de tenir compte des handicaps dans les politiques d’aménagement du territoire.",2026-06-04T04:30:21.034Z
